id,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2],author_Inasaka,author_Janssen,author_Kossolapov,author_Mortimore,author_Peskov,author_Richenderfer,author_Thompson,author_Weatherhead,author_Williams,geometry_plate,geometry_tube
5080,6.86,4096.0,0.0102,8.65351919561243,14.764067574795769,432.0,4.3,0,0,0,0,0,0,1,0,0,0,1
5081,15.51,3588.4,0.1431,5.6,15.2,2134.0,1.1,0,0,0,0,0,0,0,0,0,0,0
5082,10.544,4028.0,,10.0,10.0,1650.0,3.2,0,0,0,0,0,0,1,0,0,0,1
5083,1.01,1000.0,-0.0434,8.65351919561243,14.764067574795769,10.0,5.2,0,0,0,0,0,1,0,0,0,0,1
5084,11.03,2164.2,,8.65351919561243,14.764067574795769,1524.0,2.4,0,0,0,0,0,0,1,0,0,0,1
5085,5.51,1519.0,0.0108,12.7,42.3,1778.0,3.4,0,1,0,0,0,0,0,0,0,0,0
5086,13.79,1537.8,0.0648,7.8,7.8,617.0,4.0,0,0,0,0,0,0,1,0,0,0,1
5087,13.79,1709.0,0.0833,8.65351919561243,14.764067574795769,318.0,4.4,0,0,0,0,0,0,1,0,0,0,1
5088,10.34,6604.6,-0.0653,10.3,10.3,762.0,3.4,0,0,0,0,0,0,1,0,0,0,1
5089,6.79,4069.0,0.0117,10.8,10.8,432.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5090,13.79,1351.0,0.0141,7.8,7.8,591.0,2.0,0,0,0,0,0,0,1,0,0,0,1
5091,8.27,1682.0,,4.6,4.6,1836.0,2.2,0,0,0,0,0,0,0,0,1,0,1
5092,5.074,3797.0,0.0424,10.8,10.8,467.6,3.5,0,0,0,0,0,0,1,0,0,0,1
5093,13.79,2753.0,,4.7,4.7,318.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5094,6.86,4062.0,,8.65351919561243,14.764067574795769,432.0,4.8,0,0,0,0,0,0,1,0,0,0,1
5095,13.789999999999997,3662.0,,8.65351919561243,14.764067574795769,2134.0,5.3,0,0,0,0,0,0,1,0,0,0,0
5096,10.59,4069.0,0.0857,5.6,5.6,1230.8,3.6,0,0,0,0,0,0,1,0,0,0,1
5097,13.79,2804.4,0.0997,8.65351919561243,14.764067574795769,1836.0,2.3,0,0,0,0,0,0,0,0,1,0,1
5098,6.89,5438.0,,8.65351919561243,14.764067574795769,762.0,4.9,0,0,0,0,0,0,1,0,0,0,1
5099,13.79,2055.0,0.0863,7.7,7.7,457.0,1.5,0,0,0,0,0,0,0,1,0,0,1
5100,6.89,3954.8,0.0192,23.6,23.6,610.0,3.6,0,0,0,0,0,0,1,0,0,0,1
5101,6.89,2807.0,-0.0373,12.7,38.1,914.0,4.1,0,1,0,0,0,0,0,0,0,0,0
5102,6.89,5533.0,,12.7,51.314406244737526,914.0,2.3,0,1,0,0,0,0,0,0,0,0,0
5103,13.79,4109.0,-0.0103,4.7,4.7,305.0,4.5,0,0,0,0,0,0,1,0,0,0,1
5104,10.640747282288906,3068.0110229769484,0.013,10.3,10.3,832.98739073833,7.6,0,0,0,0,0,0,1,0,0,0,1
5105,13.79,1397.0,,4.7,4.7,318.0,4.4,0,0,0,0,0,0,1,0,0,0,1
5106,10.0,2200.0,0.1344,10.0,10.0,893.0,1.1,0,0,0,0,1,0,0,0,0,0,0
5107,6.89,1926.0,0.0606,23.6,23.6,610.0,2.7,0,0,0,0,0,0,1,0,0,0,1
5108,13.79,1655.0,0.0145,8.65351919561243,14.764067574795769,457.0,2.6,0,0,0,0,0,0,0,1,0,0,1
5109,13.79,956.0,-0.0202,7.7,7.7,457.0,9.1,0,0,0,0,0,0,1,0,0,0,1
5110,13.79,2055.0,-0.0404,8.65351919561243,14.764067574795769,457.0,2.7,0,0,0,0,0,0,0,1,0,0,1
5111,13.79,2604.0,,7.7,7.7,457.0,2.1,0,0,0,0,0,0,1,0,0,0,1
5112,9.65,5615.0,-0.0021,8.65351919561243,14.764067574795769,1778.0,4.3,0,1,0,0,0,0,0,0,0,0,1
5113,7.03,2034.0,,9.3,9.3,1359.0,2.3,0,0,0,0,0,0,1,0,0,0,1
5114,6.89,949.0,0.1167,37.5,37.5,1953.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5115,13.79,5642.0,0.0902,5.6,15.2,1100.0,2.8,0,0,0,0,0,0,1,0,0,0,0
5116,6.86,6049.0,-0.0596,10.3,10.3,762.0,4.2,0,0,0,0,0,0,1,0,0,0,1
5117,13.79,1763.0,0.099,11.1,11.1,2106.2,1.6,0,0,0,0,0,0,0,1,0,0,1
5118,13.79,339.0,,9.5,9.5,1836.0,2.5,0,0,0,0,0,0,0,0,1,0,1
5119,6.89,3770.0,0.0477,8.65351919561243,14.764067574795769,2062.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5120,6.89,6347.0,-0.0133,10.3,10.3,794.0,10.0,0,0,0,0,0,0,1,0,0,0,1
5121,6.86,3212.0,0.0611,10.8,10.8,820.6,3.9,0,0,0,0,0,0,1,0,0,0,1
5122,13.79,3404.0,0.0335,4.7,4.7,318.0,2.1,0,0,0,0,0,0,1,0,0,0,1
5123,13.79,2699.0,,7.7,7.7,457.0,3.6,0,0,0,0,0,0,1,0,0,0,1
5124,3.45,3997.0,,10.3,10.3,485.2,4.1,0,0,0,0,0,0,1,0,0,0,1
5125,10.34,3933.0,-0.0229,10.3,10.3,762.0,9.0,0,0,0,0,0,0,1,0,0,0,1
5126,13.79,1537.8,-0.0601,1.9,1.9,617.0,5.2,0,0,0,0,0,0,1,0,0,0,1
5127,13.79,1358.0,0.0409,5.6,15.2,2134.0,2.2,0,0,0,0,0,0,0,0,0,0,0
5128,5.54,1519.0,0.0288,12.7,42.3,1778.0,2.7,0,1,0,0,0,0,0,0,0,0,0
5129,6.89,4001.0,,10.3,10.3,762.0,3.4,0,0,0,0,0,0,1,0,0,0,1
5130,13.79,2699.0,0.0876,4.7,4.7,318.0,2.6,0,0,0,0,0,0,1,0,0,0,1
5131,18.96,2767.0,-0.3476,1.9,1.9,696.0,2.9,0,0,0,0,0,0,1,0,0,0,1
5132,13.79,1537.8,0.0833,4.7,4.7,617.0,2.8,0,0,0,0,0,0,1,0,0,0,1
5133,9.71,2292.0,-0.0298,12.7,42.3,1778.0,3.8,0,1,0,0,0,0,0,0,0,0,0
5134,3.86,4069.0,0.0134,10.8,10.8,864.0,3.4,0,0,0,0,0,0,1,0,0,0,1
5135,6.89,4055.0,0.0036,8.65351919561243,14.764067574795769,762.0,3.7,0,0,0,0,0,0,1,0,0,0,1
5136,8.27,2710.0,0.1378,9.5,9.5,1836.0,3.0,0,0,0,0,0,0,0,0,1,0,1
5137,13.79,2034.0,-0.0991,7.7,7.7,457.0,2.2,0,0,0,0,0,0,0,1,0,0,1
5138,13.79,1351.0,0.0409,5.6,22.626824800829144,2134.0,2.1,0,0,0,0,0,0,0,0,0,0,0
5139,17.24,2848.0,,1.9,1.9,478.4,3.6,0,0,0,0,0,0,1,0,0,0,1
5140,6.89,3112.4,0.05,8.65351919561243,14.764067574795769,1930.0,2.5,0,0,0,0,0,0,1,0,0,0,1
5141,7.07,2021.0,0.0803,10.8,10.8,864.0,4.5,0,0,0,0,0,0,1,0,0,0,1
5142,6.208,783.0,-0.1392,10.0,10.0,502.0,3.1,0,0,0,0,1,0,0,0,0,0,1
5143,13.79,2007.0,,11.1,11.1,457.0,2.8,0,0,0,0,0,0,0,1,0,0,1
5144,6.89,2767.0,0.0208,12.7,38.1,737.0,2.1,0,1,0,0,0,0,0,0,0,0,0
5145,13.79,1641.0,0.0334,7.7,7.7,457.0,1.8,0,0,0,0,0,0,0,1,0,0,1
5146,6.89,5588.0,,6.4,15.9,914.0,2.4,0,1,0,0,0,0,0,0,0,0,0
5147,0.1,1336.0,0.1293,1.0,1.0,51.0,4.6,0,0,0,0,0,0,1,0,0,0,1
5148,6.204,4069.0,0.0109,10.8,10.8,432.0,4.5,0,0,0,0,0,0,1,0,0,0,1
5149,16.136,4028.0,-0.0266,1.9,1.9,696.0,3.2,0,0,0,0,0,0,1,0,0,0,1
5150,13.79,2794.0,-0.0373,8.65351919561243,14.764067574795769,305.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5151,6.89,549.0,,12.7,38.1,914.0,3.1,0,1,0,0,0,0,0,0,0,0,0
5152,11.03,2729.0,0.1762,5.6,15.2,2134.0,1.8,0,0,0,0,0,0,0,0,0,0,0
5153,13.79,1354.0,0.0749,5.6,5.6,2134.0,3.6,0,0,0,0,0,0,0,0,0,0,1
5154,13.79,2324.2,0.0126,8.65351919561243,14.764067574795769,295.0,2.6,0,0,0,0,0,0,1,0,0,0,1
5155,11.03,3750.0,0.2073,5.6,15.2,2134.0,1.1,0,0,0,0,0,0,0,0,0,0,0
5156,9.68,2292.0,-0.0336,12.7,51.314406244737526,1778.0,3.5,0,1,0,0,0,0,0,0,0,0,0
5157,6.86,3865.0,0.0668,5.6,5.6,216.0,5.2,0,0,0,0,0,0,1,0,0,0,1
5158,6.89,1519.0,,8.5,22.3,1829.0,3.1,0,1,0,0,0,0,0,0,0,0,0
5159,13.79,1356.0,,7.7,7.7,457.0,1.4,0,0,0,0,0,0,1,0,0,0,1
5160,10.34,4001.0,,10.3,10.3,762.0,5.8,0,0,0,0,0,0,1,0,0,0,1
5161,6.89,2712.0,,12.4,12.4,1727.0,2.5,0,0,0,0,0,0,1,0,0,0,1
5162,13.79,1881.2,0.0684,8.65351919561243,14.764067574795769,591.0,2.7,0,0,0,0,0,0,1,0,0,0,1
5163,11.03,2740.0,0.0126,5.6,15.2,2134.0,3.1,0,0,0,0,0,0,0,0,0,0,0
5164,6.89,2034.0,-0.1556,10.8,10.8,868.8,5.0,0,0,0,0,0,0,1,0,0,0,1
5165,6.86,2034.0,0.0069,8.65351919561243,14.764067574795769,432.0,4.2,0,0,0,0,0,0,1,0,0,0,1
5166,6.89,4584.0,0.0758,4.7,4.7,318.0,4.3,0,0,0,0,0,0,1,0,0,0,1
5167,13.79,1336.0,,5.7,5.7,625.0,3.5,0,0,0,0,0,0,1,0,0,0,1
5168,13.79,678.0,-0.2253,7.7,7.7,457.0,6.7,0,0,0,0,0,0,0,1,0,0,1
5169,13.79,936.0,-0.1355,8.65351919561243,14.764067574795769,457.0,14.7,0,0,0,0,0,0,1,0,0,0,1
5170,13.79,2817.4,,4.7,4.7,318.0,3.2,0,0,0,0,0,0,1,0,0,0,1
5171,18.0,3056.0,-0.1184,10.0,10.0,890.0,2.7,0,0,0,0,1,0,0,0,0,0,1
5172,7.06,2726.0,0.1847,8.65351919561243,14.764067574795769,1145.2,5.3,0,0,0,0,0,0,1,0,0,0,1
5173,16.892000000000003,2848.0,-0.0601,1.9,1.9,152.0,5.4,0,0,0,0,0,0,1,0,0,0,1
5174,6.79,3431.4,0.0043,10.8,10.8,432.0,4.2,0,0,0,0,0,0,1,0,0,0,1
5175,7.696,4069.0,0.0498,11.5,11.5,914.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5176,13.79,3920.0,,1.9,1.9,1558.8,6.8,0,0,0,0,0,0,1,0,0,0,1
5177,13.79,4204.0,-0.0379,4.7,4.7,318.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5178,6.89,949.0,,37.5,37.5,1953.0,3.5,0,0,0,0,0,0,1,0,0,0,1
5179,13.79,2604.0,,7.7,7.7,457.0,2.5,0,0,0,0,0,0,0,1,0,0,1
5180,15.17,4059.0,-0.0053,8.65351919561243,14.764067574795769,1836.0,4.8,0,0,0,0,0,0,1,0,0,0,1
5181,13.79,1390.0,0.1651,9.5,9.5,442.8,0.9,0,0,0,0,0,0,1,0,0,0,1
5182,7.0,4054.0,0.0423,10.8,10.8,864.0,3.2,0,0,0,0,0,0,1,0,0,0,1
5183,9.68,2292.0,0.0113,12.7,38.1,914.0,2.1,0,1,0,0,0,0,0,0,0,0,0
5184,13.789999999999997,1482.0,,7.8,7.8,591.0,2.3,0,0,0,0,0,0,1,0,0,0,1
5185,6.89,1339.0,0.0005,10.8,10.8,216.0,4.7,0,0,0,0,0,0,1,0,0,0,1
5186,13.79,4964.0,-0.0412,4.7,4.7,318.0,4.4,0,0,0,0,0,0,1,0,0,0,1
5187,13.79,1290.0,0.1244,8.65351919561243,14.764067574795769,305.0,2.4,0,0,0,0,0,0,1,0,0,0,1
5188,6.89,4584.0,0.0463,8.65351919561243,14.764067574795769,318.0,4.2,0,0,0,0,0,0,1,0,0,0,1
5189,13.79,3119.0,-0.0537,1.9,1.9,152.0,3.6,0,0,0,0,0,0,1,0,0,0,1
5190,6.89,1132.0,0.0288,8.5,24.6,1188.8,2.7,0,0,0,0,0,0,1,0,0,0,0
5191,17.583999999999996,2984.0,,1.9,1.9,696.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5192,6.83,4096.0,,10.8,10.8,432.0,3.7,0,0,0,0,0,0,1,0,0,0,1
5193,13.79,1345.0,0.0486,5.6,15.2,2134.0,2.3,0,0,0,0,0,0,0,0,0,0,0
5194,13.79,1356.0,,8.65351919561243,14.764067574795769,457.0,2.4,0,0,0,0,0,0,1,0,0,0,1
5195,6.89,5392.4,,23.6,23.6,1972.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5196,18.054,1842.0,-0.2306,10.0,10.0,1650.0,1.0,0,0,0,0,1,0,0,0,0,0,1
5197,18.0,3018.4,,10.0,10.0,1650.0,3.6,0,0,0,0,1,0,0,0,0,0,1
5198,13.79,1356.0,,7.7,7.7,457.0,1.6,0,0,0,0,0,0,0,1,0,0,1
5199,15.51,2875.0,-0.0303,1.9,1.9,152.0,3.4,0,0,0,0,0,0,1,0,0,0,1
5200,18.27,1343.0,-0.1046,3.0,3.0,150.0,1.9,0,0,0,0,0,0,1,0,0,0,1
5201,13.79,1339.0,-0.0195,7.7,7.7,457.0,2.1,0,0,0,0,0,0,0,1,0,0,1
5202,6.89,4150.0,0.0716,5.6,5.6,216.0,2.5,0,0,0,0,0,0,1,0,0,0,1
5203,13.79,1316.0,-0.3263,5.7,5.7,625.0,4.9,0,0,0,0,0,0,1,0,0,0,1
5204,17.24,2007.0,-0.0627,1.9,1.9,152.0,1.9,0,0,0,0,0,0,1,0,0,0,1
5205,6.89,1899.0,0.0196,12.8,12.8,1930.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5206,13.79,1046.0,,7.8,7.8,591.0,2.4,0,0,0,0,0,0,1,0,0,0,1
5207,14.0,3056.0,0.1005,10.0,10.0,890.0,2.2,0,0,0,0,1,0,0,0,0,0,1
5208,15.17,2712.0,0.0585,9.5,9.5,1836.0,1.9,0,0,0,0,0,0,0,0,1,0,1
5209,7.3340000000000005,3135.8,-0.0408,12.7,38.1,914.0,3.7,0,1,0,0,0,0,0,0,0,0,0
5210,13.79,1302.0,-0.1204,11.1,11.1,407.6,3.5,0,0,0,0,0,0,0,1,0,0,1
5211,6.92,833.0,,12.7,38.1,737.0,3.7,0,1,0,0,0,0,0,0,0,0,0
5212,0.2,1500.0,-0.0134,15.0,120.0,10.0,4.1,0,0,0,0,0,0,1,0,0,1,0
5213,5.242,4842.0,-0.0229,10.3,10.3,762.0,6.7,0,0,0,0,0,0,1,0,0,0,1
5214,13.79,3920.0,-0.0571,1.9,1.9,152.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5215,6.89,7554.0,,10.3,10.3,762.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5216,13.789999999999997,1352.0,-0.1897,11.1,11.1,457.0,1.3,0,0,0,0,0,0,0,1,0,0,1
5217,16.0,1410.0,-0.0297,10.0,10.0,520.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5218,0.1,1484.0,-0.1392,15.0,120.0,23.8,5.3,0,0,0,0,0,0,1,0,0,1,0
5219,13.79,4068.0,0.0627,9.5,9.5,1836.0,2.1,0,0,0,0,0,0,0,0,1,0,1
5220,13.79,7459.0,,8.65351919561243,14.764067574795769,524.2,5.0,0,0,0,0,0,0,1,0,0,0,1
5221,8.006,2278.0,0.0384,8.5,34.34428764411567,1778.0,3.5,0,0,0,0,0,0,1,0,0,0,0
5222,15.51,1980.0,,1.9,1.9,152.0,2.7,0,0,0,0,0,0,1,0,0,0,1
5223,13.79,1062.0,-0.3247,4.7,4.7,318.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5224,3.93,4008.2,0.0001,10.8,10.8,864.0,5.6,0,0,0,0,0,0,1,0,0,0,1
5225,13.79,751.0,0.0455,7.8,7.8,591.0,2.3,0,0,0,0,0,0,1,0,0,0,1
5226,17.926,2604.0,,8.65351919561243,14.764067574795769,152.0,4.8,0,0,0,0,0,0,1,0,0,0,1
5227,0.1,2000.0,-0.0218,15.0,120.0,10.0,5.2,0,0,0,0,0,1,0,0,0,1,0
5228,6.89,4231.4,0.0436,8.65351919561243,14.764067574795769,432.0,4.3,0,0,0,0,0,0,1,0,0,0,1
5229,6.89,2990.2,,10.3,10.3,1271.8,12.6,0,0,0,0,0,0,1,0,0,0,1
5230,18.96,3333.0,,1.9,1.9,696.0,2.3,0,0,0,0,0,0,1,0,0,0,1
5231,4.96,4421.0,0.0534,8.65351919561243,14.764067574795769,432.0,4.9,0,0,0,0,0,0,1,0,0,0,1
5232,6.72,4032.0,0.1651,10.8,10.8,1727.0,2.5,0,0,0,0,0,0,1,0,0,0,1
5233,0.1,630.0,,15.0,15.0,10.0,5.5,0,0,1,0,0,0,0,0,0,0,1
5234,6.92,2780.0,0.0384,12.7,38.1,737.0,3.5,0,1,0,0,0,0,0,0,0,0,0
5235,13.79,2278.0,,7.8,7.8,591.0,3.0,0,0,0,0,0,0,1,0,0,0,1
5236,13.79,1492.0,-0.0309,7.8,7.8,591.0,4.3,0,0,0,0,0,0,1,0,0,0,1
5237,7.58,1682.0,,4.7,4.7,318.0,8.9,0,0,0,0,0,0,1,0,0,0,1
5238,6.89,5845.0,-0.0805,8.65351919561243,14.764067574795769,762.0,4.3,0,0,0,0,0,0,1,0,0,0,1
5239,6.89,3954.8,0.0886,23.6,23.6,610.0,4.3,0,0,0,0,0,0,1,0,0,0,1
5240,15.17,4036.0,0.0275,9.5,9.5,1836.0,2.8,0,0,0,0,0,0,0,0,1,0,1
5241,7.0,3770.0,0.0033,10.8,10.8,864.0,3.6,0,0,0,0,0,0,1,0,0,0,1
5242,13.79,1046.0,0.0967,7.8,7.8,591.0,1.8,0,0,0,0,0,0,1,0,0,0,1
5243,6.84,4001.0,-0.0417,8.65351919561243,14.764067574795769,432.0,5.9,0,0,0,0,0,0,1,0,0,0,1
5244,10.38,2029.0,,4.6,4.6,229.0,4.6,0,0,0,0,0,0,1,0,0,0,1
5245,6.89,7554.0,-0.0416,10.3,10.3,762.0,2.9,0,0,0,0,0,0,1,0,0,0,1
5246,13.79,4684.0,,5.6,15.2,2134.0,1.8,0,0,0,0,0,0,1,0,0,0,0
5247,13.79,2645.0,,7.7,7.7,457.0,3.8,0,0,0,0,0,0,0,1,0,0,1
5248,11.03,3721.0,0.0902,8.65351919561243,14.764067574795769,2074.4,2.5,0,0,0,0,0,0,0,0,1,0,1
5249,13.79,1383.0,-0.065,7.7,7.7,457.0,2.6,0,0,0,0,0,0,0,1,0,0,1
5250,9.51,5561.0,-0.0298,12.7,38.1,875.6,3.1,0,1,0,0,0,0,0,0,0,0,0
5251,13.79,913.0,0.0081,7.7,7.7,457.0,2.4,0,0,0,0,0,0,0,1,0,0,1
5252,13.79,3608.0,,4.6,4.6,295.0,1.7,0,0,0,0,0,0,1,0,0,0,1
5253,12.0,2200.0,-0.1184,10.0,10.0,893.0,6.2,0,0,0,0,1,0,0,0,0,0,1
5254,18.96,2211.0,-0.0443,1.9,1.9,260.8,4.5,0,0,0,0,0,0,1,0,0,0,1
5255,3.45,3879.0,0.1494,10.3,10.3,762.0,4.5,0,0,0,0,0,0,1,0,0,0,1
5256,13.79,2007.0,0.0151,7.8,7.8,591.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5257,6.89,1899.0,,12.4,12.4,610.0,4.9,0,0,0,0,0,0,1,0,0,0,1
5258,0.1,310.0,-0.0373,15.0,120.0,10.0,8.0,0,0,1,0,0,0,0,0,0,1,0
5259,18.96,3333.0,-0.1356,1.9,1.9,696.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5260,13.79,821.0,0.1729,7.8,7.8,591.0,2.2,0,0,0,0,0,0,1,0,0,0,1
5261,6.85,2807.0,0.0129,6.4,15.9,914.0,3.1,0,1,0,0,0,0,0,0,0,0,0
5262,3.45,3852.0,0.0247,5.7,5.7,625.0,6.2,0,0,0,0,0,0,1,0,0,0,1
5263,6.89,3825.0,,23.6,23.6,1972.0,6.8,0,0,0,0,0,0,1,0,0,0,1
5264,13.79,1356.0,,7.7,7.7,457.0,2.1,0,0,0,0,0,0,0,1,0,0,1
5265,13.789999999999997,4049.0,-0.3247,4.7,4.7,305.0,5.7,0,0,0,0,0,0,1,0,0,0,1
5266,13.79,2021.0,0.0484,7.7,7.7,457.0,2.3,0,0,0,0,0,0,0,1,0,0,1
5267,8.89,4069.0,,11.5,11.5,1524.0,2.0,0,0,0,0,0,0,1,0,0,0,1
5268,13.789999999999997,1356.0,-0.1689,8.65351919561243,14.764067574795769,457.0,10.8,0,0,0,0,0,0,1,0,0,0,1
5269,0.1,1276.4,-0.0466,15.0,120.0,10.0,4.1,0,0,0,0,0,1,0,0,0,1,0
5270,12.0,3465.6,-0.0434,10.0,10.0,1000.0,3.7,0,0,0,0,1,0,0,0,0,0,1
5271,6.89,6049.0,-0.0095,10.3,10.3,762.0,6.7,0,0,0,0,0,0,1,0,0,0,1
5272,13.789999999999997,3389.4,,4.7,4.7,318.0,2.2,0,0,0,0,0,0,1,0,0,0,1
5273,18.0,933.0,-0.1005,10.0,10.0,1300.0,2.6,0,0,0,0,1,0,0,0,0,0,1
5274,7.298,5466.0,,8.65351919561243,14.764067574795769,1953.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5275,7.14,2511.6,-0.1146,8.65351919561243,14.764067574795769,216.0,6.7,0,0,0,0,0,0,1,0,0,0,1
5276,11.687999999999999,2566.6,,5.6,15.2,2134.0,1.8,0,0,0,0,0,0,0,0,0,0,0
5277,13.79,4882.0,0.0833,4.7,4.7,318.0,3.8,0,0,0,0,0,0,1,0,0,0,1
5278,10.51,4828.0,0.0636,4.6,4.6,229.0,1.9,0,0,0,0,0,0,1,0,0,0,1
5279,6.86,3784.0,-0.0987,10.8,10.8,216.0,6.0,0,0,0,0,0,0,1,0,0,0,1
5280,13.79,2563.0,-0.0222,7.7,7.7,457.0,8.8,0,0,0,0,0,0,1,0,0,0,1
5281,11.03,4069.0,0.0587,9.3,9.3,1524.0,3.2,0,0,0,0,0,0,1,0,0,0,1
5282,3.86,4055.0,0.0045,8.65351919561243,14.764067574795769,864.0,3.7,0,0,0,0,0,0,1,0,0,0,1
5283,13.79,1587.0,,7.8,7.8,591.0,1.7,0,0,0,0,0,0,1,0,0,0,1
5284,13.79,1344.0,,11.1,11.1,457.0,1.3,0,0,0,0,0,0,0,1,0,0,1
5285,6.89,4150.0,0.0409,5.6,5.6,216.0,4.3,0,0,0,0,0,0,1,0,0,0,1
5286,7.586,5696.0,,10.3,10.3,399.0,8.0,0,0,0,0,0,0,1,0,0,0,1
5287,11.03,2034.0,,8.65351919561243,14.764067574795769,914.0,3.4,0,0,0,0,0,0,1,0,0,0,1
5288,13.79,1383.0,0.1536,7.7,7.7,457.0,1.3,0,0,0,0,0,0,1,0,0,0,1
5289,13.79,1370.0,-0.1212,8.65351919561243,14.764067574795769,457.0,2.7,0,0,0,0,0,0,1,0,0,0,1
5290,13.79,1462.0,,8.65351919561243,14.764067574795769,1955.2,2.3,0,0,0,0,0,0,1,0,0,0,1
5291,13.79,1383.0,0.1352,7.7,7.7,457.0,2.3,0,0,0,0,0,0,1,0,0,0,1
5292,14.0,5361.0,,10.0,10.0,1300.0,2.9,0,0,0,0,1,0,0,0,0,0,1
5293,18.96,2685.0,,1.9,1.9,152.0,3.0,0,0,0,0,0,0,1,0,0,0,1
5294,6.89,959.0,-0.0613,23.6,23.6,610.0,6.6,0,0,0,0,0,0,1,0,0,0,1
5295,10.0,5615.0,,8.65351919561243,14.764067574795769,914.0,6.2,0,0,0,0,0,0,1,0,0,0,1
5296,12.07,3201.0,,8.65351919561243,14.764067574795769,152.0,3.2,0,0,0,0,0,0,1,0,0,0,1
5297,13.79,666.0,0.0539,11.1,11.1,457.0,1.9,0,0,0,0,0,0,0,1,0,0,1
5298,13.79,1316.0,-0.1146,3.6,3.6,76.0,3.6,0,0,0,0,0,0,1,0,0,0,1
5299,13.79,3813.8,0.0496,4.7,4.7,305.0,2.8,0,0,0,0,0,0,1,0,0,0,1
5300,13.278,793.0,-0.0929,3.0,3.0,431.4,3.5,0,0,0,0,0,0,1,0,0,0,1
5301,15.51,2211.0,-0.1004,1.9,1.9,152.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5302,18.27,1132.0,-0.1046,3.0,3.0,150.0,1.2,0,0,0,0,0,0,1,0,0,0,1
5303,16.0,5361.0,-0.1284,10.0,10.0,683.6,4.8,0,0,0,0,1,0,0,0,0,0,1
5304,6.86,4069.0,,10.8,10.8,988.2,3.4,0,0,0,0,0,0,1,0,0,0,1
5305,13.789999999999997,1272.0,0.0505,7.8,7.8,591.0,2.9,0,0,0,0,0,0,1,0,0,0,1
5306,8.27,340.0,0.1016,12.7,42.3,1778.0,2.9,0,1,0,0,0,0,0,0,0,0,0
5307,0.46399999999999997,2000.0,-0.0204,15.0,120.0,10.0,4.1,0,0,0,0,0,0,1,0,0,1,0
5308,6.89,957.0,0.1144,8.65351919561243,14.764067574795769,610.0,3.0,0,0,0,0,0,0,1,0,0,0,1
5309,13.79,677.0,-0.0154,11.1,11.1,428.2,2.1,0,0,0,0,0,0,0,1,0,0,1
5310,4.13,1505.0,0.0114,12.7,42.3,1778.0,4.3,0,1,0,0,0,0,0,0,0,0,0
5311,15.51,1355.0,0.1006,5.6,15.2,2134.0,1.7,0,0,0,0,0,0,0,0,0,0,0
5312,13.79,1020.0,,4.7,4.7,318.0,3.9,0,0,0,0,0,0,1,0,0,0,1
5313,18.27,833.0,-0.1005,3.0,3.0,35.0,2.4,0,0,0,0,0,0,1,0,0,0,1
5314,18.96,3333.0,-0.3657,1.9,1.9,696.0,2.3,0,0,0,0,0,0,1,0,0,0,1
5315,0.1,5561.0,,15.0,120.0,10.0,7.7,0,0,0,0,0,1,0,0,0,1,0
5316,6.89,6618.0,,8.65351919561243,14.764067574795769,623.8,6.5,0,0,0,0,0,0,1,0,0,0,1
5317,6.89,1673.6,0.1989,22.2,96.3,1778.0,2.1,0,0,0,0,0,0,1,0,0,0,0
5318,13.79,3998.0,-0.0398,4.7,4.7,2074.4,3.9,0,0,0,0,0,0,1,0,0,0,1
5319,13.79,2116.0,0.0902,7.8,7.8,591.0,2.8,0,0,0,0,0,0,1,0,0,0,1
5320,13.79,746.0,,4.7,4.7,318.0,7.0,0,0,0,0,0,0,1,0,0,0,1
5321,15.51,2858.8,0.0253,8.65351919561243,14.764067574795769,1423.8,1.8,0,0,0,0,0,0,0,0,0,0,1
5322,13.79,6022.0,-0.0863,4.7,4.7,318.0,8.2,0,0,0,0,0,0,1,0,0,0,1
5323,13.79,698.0,0.1476,8.65351919561243,14.764067574795769,457.0,1.6,0,0,0,0,0,0,0,1,0,0,1
5324,11.1,3391.0,0.0583,11.5,11.5,1098.4,2.6,0,0,0,0,0,0,1,0,0,0,1
5325,6.72,4069.0,0.0423,8.65351919561243,14.764067574795769,864.0,4.0,0,0,0,0,0,0,1,0,0,0,1
5326,13.79,1352.0,-0.3121,11.1,11.1,457.0,3.6,0,0,0,0,0,0,0,1,0,0,1
